time,location,activity,name,file_num
20:00 PM,Study,Observing guests from afar,Miss Scarlet,9
20:10 PM,Study,Taking her dog for a walk,Miss Scarlet,9
20:20 PM,Dining Room,Raising a painting,Miss Scarlet,9
20:30 PM,Living Room,Observing guests from afar,Miss Scarlet,9
20:40 PM,Study,Taking her dog for a walk,Miss Scarlet,9
20:50 PM,Study,Whittling a stick,Miss Scarlet,9
21:00 PM,Study,Raising a painting,Miss Scarlet,9
21:10 PM,Living Room,Inflating balloons,Miss Scarlet,9
21:20 PM,Study,Opening letters,Miss Scarlet,9
21:30 PM,Living Room,Taking her dog for a walk,Miss Scarlet,9
21:40 PM,Living Room,Raising a painting,Miss Scarlet,9
21:50 PM,Study,Reorganizing books and materials,Miss Scarlet,9
22:00 PM,Living Room,Reorganizing books and materials,Miss Scarlet,9
22:10 PM,Living Room,Reorganizing books and materials,Miss Scarlet,9
19:00 PM,Kitchen,Reading warning labels,Mr. Green,10
19:10 PM,Pantry,Looking in drawers,Mr. Green,10
19:20 PM,Kitchen,Inflating balloons,Mr. Green,10
19:30 PM,Dining Room,Looking in drawers,Mr. Green,10
19:40 PM,Kitchen,Looking in drawers,Mr. Green,10
19:50 PM,Dining Room,Serving drinks and chatting with guests,Mr. Green,10
20:00 PM,Kitchen,Tampering with drinks,Mr. Green,10
20:10 PM,Pantry,Looking in drawers,Mr. Green,10
20:20 PM,Kitchen,Reading warning labels,Mr. Green,10
20:30 PM,Dining Room,Inflating balloons,Mr. Green,10
20:40 PM,Living Room,Looking in drawers,Mr. Green,10
20:50 PM,Living Room,Ripping wippets,Mr. Green,10
21:00 PM,Study,Looking in drawers,Mr. Green,10
21:10 PM,Living Room,Inflating balloons,Mr. Green,10
21:20 PM,Study,Ripping wippets,Mr. Green,10
21:30 PM,Study,Looking in drawers,Mr. Green,10
21:40 PM,Study,Speaking in a high-pitched voice,Mr. Green,10
21:50 PM,Dining Room,Reading warning labels,Mr. Green,10
22:00 PM,Kitchen,Looking in drawers,Mr. Green,10
22:10 PM,Kitchen,Rinsing a glass carefully,Mr. Green,10
19:00 PM,Living Room,Reorganizing books and materials,Mrs. White,1
19:10 PM,Living Room,Talking about skeet shooting,Mrs. White,1
19:20 PM,Living Room,Polishing household items,Mrs. White,1
19:30 PM,Living Room,Washing up after handling items,Mrs. White,1
19:40 PM,Living Room,Talking about skeet shooting,Mrs. White,1
19:50 PM,Living Room,Washing up after handling items,Mrs. White,1
20:00 PM,Living Room,Polishing household items,Mrs. White,1
20:10 PM,Living Room,Reading a novel quietly,Mrs. White,1
20:20 PM,Bathroom,Opening a safe,Mrs. White,1
20:30 PM,Living Room,Returning to mingle with guests,Mrs. White,1
20:40 PM,Dining Room,Ripping wippets,Mrs. White,1
20:50 PM,Living Room,Tampering with drinks,Mrs. White,1
21:00 PM,Dining Room,Inspecting a family heirloom,Mrs. White,1
21:10 PM,Living Room,Talking about skeet shooting,Mrs. White,1
21:20 PM,Living Room,Polishing household items,Mrs. White,1
21:30 PM,Dining Room,Inspecting a family heirloom,Mrs. White,1
21:40 PM,Dining Room,Opening a safe,Mrs. White,1
21:50 PM,Kitchen,Washing up after handling items,Mrs. White,1
22:00 PM,Pantry,Opening letters,Mrs. White,1
22:10 PM,Kitchen,Opening a safe,Mrs. White,1
19:00 PM,Kitchen,Talking about skeet shooting,Mrs. White,10
19:10 PM,Kitchen,Talking about skeet shooting,Mrs. White,10
19:20 PM,Kitchen,Opening a safe,Mrs. White,10
19:30 PM,Dining Room,Inspecting a family heirloom,Mrs. White,10
19:40 PM,Living Room,Washing up after handling items,Mrs. White,10
19:50 PM,Study,Talking about skeet shooting,Mrs. White,10
20:00 PM,Living Room,Polishing household items,Mrs. White,10
20:10 PM,Study,Complaining about TSA going through their purse,Mrs. White,10
20:20 PM,Living Room,Opening a safe,Mrs. White,10
20:30 PM,Study,Opening a safe,Mrs. White,10
20:40 PM,Study,Inspecting a family heirloom,Mrs. White,10
20:50 PM,Living Room,Washing up after handling items,Mrs. White,10
21:00 PM,Study,Polishing household items,Mrs. White,10
21:10 PM,Dining Room,Washing up after handling items,Mrs. White,10
21:20 PM,Study,Opening a safe,Mrs. White,10
21:30 PM,Dining Room,Washing up after handling items,Mrs. White,10
21:40 PM,Kitchen,Talking about skeet shooting,Mrs. White,10
21:50 PM,Pantry,Inflating balloons,Mrs. White,10
22:00 PM,Kitchen,Washing up after handling items,Mrs. White,10
22:10 PM,Kitchen,Polishing household items,Mrs. White,10
19:00 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,5
19:10 PM,Living Room,Tampering with drinks,Colonel Mustard,5
19:20 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,5
19:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,5
19:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,5
19:50 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,5
20:00 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,5
20:10 PM,Study,Swapping drinks unnoticed,Colonel Mustard,5
20:20 PM,Living Room,Speaking in a high-pitched voice,Colonel Mustard,5
20:30 PM,Dining Room,Tampering with drinks,Colonel Mustard,5
20:40 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,5
20:50 PM,Study,Swapping drinks unnoticed,Colonel Mustard,5
21:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,5
21:10 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,5
21:20 PM,Bathroom,Inspecting wine bottles,Colonel Mustard,5
21:30 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,5
21:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,5
21:50 PM,Living Room,Tampering with drinks,Colonel Mustard,5
22:00 PM,Living Room,Bragging about their Birkin,Colonel Mustard,5
22:10 PM,Dining Room,Tampering with drinks,Colonel Mustard,5
19:00 PM,Dining Room,Chatting with guests,Mrs. Peacock,9
19:10 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,9
19:20 PM,Pantry,Chatting with guests,Mrs. Peacock,9
19:30 PM,Pantry,Ripping wippets,Mrs. Peacock,9
19:40 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,9
19:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,9
20:00 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,9
20:10 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,9
20:20 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,9
20:30 PM,Living Room,Chatting with guests,Mrs. Peacock,9
20:40 PM,Study,Complaining about TSA going through their purse,Mrs. Peacock,9
20:50 PM,Dining Room,Chatting with guests,Mrs. Peacock,9
21:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,9
21:10 PM,Dining Room,Chatting with guests,Mrs. Peacock,9
21:20 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,9
21:30 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,9
21:40 PM,Kitchen,Chatting with guests,Mrs. Peacock,9
21:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,9
22:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,9
22:10 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,9
19:00 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,17
19:10 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,17
19:20 PM,Living Room,Inspecting wine bottles,Colonel Mustard,17
19:30 PM,Bathroom,Rinsing a glass carefully,Colonel Mustard,17
19:40 PM,Living Room,Retrieving items from storage,Colonel Mustard,17
19:50 PM,Bathroom,Swapping drinks unnoticed,Colonel Mustard,17
20:00 PM,Bathroom,Inspecting wine bottles,Colonel Mustard,17
20:10 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,17
20:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,17
20:30 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,17
20:40 PM,Dining Room,Raising a painting,Colonel Mustard,17
20:50 PM,Kitchen,Serving drinks and chatting with guests,Colonel Mustard,17
21:00 PM,Pantry,Washing up after handling items,Colonel Mustard,17
21:10 PM,Kitchen,Serving drinks and chatting with guests,Colonel Mustard,17
21:20 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,17
21:30 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,17
21:40 PM,Living Room,Inspecting wine bottles,Colonel Mustard,17
21:50 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,17
22:00 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,17
22:10 PM,Living Room,Observing guests from afar,Colonel Mustard,17
19:00 PM,Study,Reading warning labels,Miss Scarlet,14
19:10 PM,Study,Raising a painting,Miss Scarlet,14
19:20 PM,Living Room,Tying decorative knots,Miss Scarlet,14
19:30 PM,Study,Reorganizing books and materials,Miss Scarlet,14
19:40 PM,Study,Reorganizing books and materials,Miss Scarlet,14
19:50 PM,Study,Reading warning labels,Miss Scarlet,14
20:00 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,14
20:10 PM,Living Room,Tying decorative knots,Miss Scarlet,14
20:20 PM,Living Room,Observing guests from afar,Miss Scarlet,14
20:30 PM,Living Room,Observing guests from afar,Miss Scarlet,14
20:40 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,14
20:50 PM,Living Room,Taking her dog for a walk,Miss Scarlet,14
21:00 PM,Study,Observing guests from afar,Miss Scarlet,14
21:10 PM,Dining Room,Tying decorative knots,Miss Scarlet,14
21:20 PM,Kitchen,Rinsing a glass carefully,Miss Scarlet,14
21:30 PM,Pantry,Tying decorative knots,Miss Scarlet,14
21:40 PM,Kitchen,Raising a painting,Miss Scarlet,14
21:50 PM,Dining Room,Observing guests from afar,Miss Scarlet,14
22:00 PM,Kitchen,Raising a painting,Miss Scarlet,14
22:10 PM,Kitchen,Raising a painting,Miss Scarlet,14
19:00 PM,Bathroom,Opening letters,Professor Plum,12
19:10 PM,Living Room,Reading a novel quietly,Professor Plum,12
19:20 PM,Dining Room,Returning to mingle with guests,Professor Plum,12
19:30 PM,Study,Opening letters,Professor Plum,12
19:40 PM,Study,Washing up after handling items,Professor Plum,12
19:50 PM,Study,Bringing in the shopping,Professor Plum,12
20:00 PM,Living Room,Reading a novel quietly,Professor Plum,12
20:10 PM,Study,Whittling a stick,Professor Plum,12
20:20 PM,Study,Peeling an orange,Professor Plum,12
20:30 PM,Study,Reading a novel quietly,Professor Plum,12
20:40 PM,Study,Whittling a stick,Professor Plum,12
20:50 PM,Study,Opening letters,Professor Plum,12
21:00 PM,Study,Peeling an orange,Professor Plum,12
21:10 PM,Study,Peeling an orange,Professor Plum,12
21:20 PM,Study,Returning to mingle with guests,Professor Plum,12
21:30 PM,Study,Returning to mingle with guests,Professor Plum,12
21:40 PM,Living Room,Inflating balloons,Professor Plum,12
21:50 PM,Study,Opening letters,Professor Plum,12
22:00 PM,Living Room,Reading a novel quietly,Professor Plum,12
22:10 PM,Dining Room,Chatting with guests,Professor Plum,12
19:00 PM,Living Room,Observing guests from afar,Miss Scarlet,5
19:10 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,5
19:20 PM,Living Room,Taking her dog for a walk,Miss Scarlet,5
19:30 PM,Living Room,Inspecting a family heirloom,Miss Scarlet,5
19:40 PM,Dining Room,Bragging about their Birkin,Miss Scarlet,5
19:50 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,5
20:00 PM,Kitchen,Whittling a stick,Miss Scarlet,5
20:10 PM,Pantry,Raising a painting,Miss Scarlet,5
20:20 PM,Kitchen,Tying decorative knots,Miss Scarlet,5
20:30 PM,Pantry,Rinsing a glass carefully,Miss Scarlet,5
20:40 PM,Kitchen,Raising a painting,Miss Scarlet,5
20:50 PM,Pantry,Taking her dog for a walk,Miss Scarlet,5
21:00 PM,Pantry,Observing guests from afar,Miss Scarlet,5
21:10 PM,Pantry,Taking her dog for a walk,Miss Scarlet,5
21:20 PM,Kitchen,Reorganizing books and materials,Miss Scarlet,5
21:30 PM,Pantry,Tying decorative knots,Miss Scarlet,5
21:40 PM,Pantry,Raising a painting,Miss Scarlet,5
21:50 PM,Kitchen,Reorganizing books and materials,Miss Scarlet,5
22:00 PM,Dining Room,Tying decorative knots,Miss Scarlet,5
22:10 PM,Study,Raising a painting,Miss Scarlet,5
19:00 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,11
19:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,11
19:20 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,11
19:30 PM,Living Room,Retrieving items from storage,Mrs. Peacock,11
19:40 PM,Living Room,Complaining about TSA going through their purse,Mrs. Peacock,11
19:50 PM,Study,Complaining about TSA going through their purse,Mrs. Peacock,11
20:00 PM,Dining Room,Tying decorative knots,Mrs. Peacock,11
20:10 PM,Kitchen,Inspecting a family heirloom,Mrs. Peacock,11
20:20 PM,Pantry,Peeling an orange,Mrs. Peacock,11
20:30 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,11
20:40 PM,Dining Room,Peeling an orange,Mrs. Peacock,11
20:50 PM,Study,Bringing in the shopping,Mrs. Peacock,11
21:00 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,11
21:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,11
21:20 PM,Living Room,Retrieving items from storage,Mrs. Peacock,11
21:30 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,11
21:40 PM,Kitchen,Inspecting a family heirloom,Mrs. Peacock,11
21:50 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,11
22:00 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,11
22:10 PM,Study,Retrieving items from storage,Mrs. Peacock,11
19:00 PM,Dining Room,Observing guests from afar,Mrs. Peacock,10
19:10 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,10
19:20 PM,Study,Retrieving items from storage,Mrs. Peacock,10
19:30 PM,Study,Bringing in the shopping,Mrs. Peacock,10
19:40 PM,Living Room,Chatting with guests,Mrs. Peacock,10
19:50 PM,Study,Retrieving items from storage,Mrs. Peacock,10
20:00 PM,Dining Room,Serving drinks and chatting with guests,Mrs. Peacock,10
20:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,10
20:20 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,10
20:30 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,10
20:40 PM,Kitchen,Opening a safe,Mrs. Peacock,10
20:50 PM,Pantry,Rinsing a glass carefully,Mrs. Peacock,10
21:00 PM,Kitchen,Polishing household items,Mrs. Peacock,10
21:10 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,10
21:20 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,10
21:30 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,10
21:40 PM,Kitchen,Inflating balloons,Mrs. Peacock,10
21:50 PM,Dining Room,Chatting with guests,Mrs. Peacock,10
22:00 PM,Kitchen,Polishing household items,Mrs. Peacock,10
22:10 PM,Kitchen,Chatting with guests,Mrs. Peacock,10
19:00 PM,Study,Raising a painting,Miss Scarlet,4
19:10 PM,Study,Observing guests from afar,Miss Scarlet,4
19:20 PM,Study,Taking her dog for a walk,Miss Scarlet,4
19:30 PM,Living Room,Reorganizing books and materials,Miss Scarlet,4
19:40 PM,Study,Tying decorative knots,Miss Scarlet,4
19:50 PM,Study,Reorganizing books and materials,Miss Scarlet,4
20:00 PM,Study,Taking her dog for a walk,Miss Scarlet,4
20:10 PM,Study,Observing guests from afar,Miss Scarlet,4
20:20 PM,Living Room,Tying decorative knots,Miss Scarlet,4
20:30 PM,Living Room,Taking her dog for a walk,Miss Scarlet,4
20:40 PM,Dining Room,Tying decorative knots,Miss Scarlet,4
20:50 PM,Study,Raising a painting,Miss Scarlet,4
21:00 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,4
21:10 PM,Dining Room,Inspecting wine bottles,Miss Scarlet,4
21:20 PM,Living Room,Reorganizing books and materials,Miss Scarlet,4
21:30 PM,Living Room,Reorganizing books and materials,Miss Scarlet,4
21:40 PM,Living Room,Reorganizing books and materials,Miss Scarlet,4
21:50 PM,Bathroom,Returning to mingle with guests,Miss Scarlet,4
22:00 PM,Living Room,Observing guests from afar,Miss Scarlet,4
22:10 PM,Living Room,Serving drinks and chatting with guests,Miss Scarlet,4
19:00 PM,Study,Observing guests from afar,Miss Scarlet,15
19:10 PM,Study,Raising a painting,Miss Scarlet,15
19:20 PM,Living Room,Raising a painting,Miss Scarlet,15
19:30 PM,Living Room,Raising a painting,Miss Scarlet,15
19:40 PM,Study,Raising a painting,Miss Scarlet,15
19:50 PM,Study,Tying decorative knots,Miss Scarlet,15
20:00 PM,Living Room,Tying decorative knots,Miss Scarlet,15
20:10 PM,Study,Looking in drawers,Miss Scarlet,15
20:20 PM,Living Room,Reading warning labels,Miss Scarlet,15
20:30 PM,Living Room,Observing guests from afar,Miss Scarlet,15
20:40 PM,Study,Observing guests from afar,Miss Scarlet,15
20:50 PM,Living Room,Raising a painting,Miss Scarlet,15
21:00 PM,Dining Room,Tying decorative knots,Miss Scarlet,15
21:10 PM,Study,Polishing household items,Miss Scarlet,15
21:20 PM,Study,Raising a painting,Miss Scarlet,15
21:30 PM,Study,Reorganizing books and materials,Miss Scarlet,15
21:40 PM,Study,Reorganizing books and materials,Miss Scarlet,15
21:50 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,15
22:00 PM,Study,Reorganizing books and materials,Miss Scarlet,15
22:10 PM,Living Room,Tying decorative knots,Miss Scarlet,15
19:00 PM,Bathroom,Peeling an orange,Professor Plum,13
19:10 PM,Bathroom,Reorganizing books and materials,Professor Plum,13
19:20 PM,Living Room,Returning to mingle with guests,Professor Plum,13
19:30 PM,Living Room,Whittling a stick,Professor Plum,13
19:40 PM,Study,Whittling a stick,Professor Plum,13
19:50 PM,Study,Peeling an orange,Professor Plum,13
20:00 PM,Study,Reading a novel quietly,Professor Plum,13
20:10 PM,Study,Opening a safe,Professor Plum,13
20:20 PM,Study,Reorganizing books and materials,Professor Plum,13
20:30 PM,Study,Opening a safe,Professor Plum,13
20:40 PM,Living Room,Returning to mingle with guests,Professor Plum,13
20:50 PM,Dining Room,Returning to mingle with guests,Professor Plum,13
21:00 PM,Study,Whittling a stick,Professor Plum,13
21:10 PM,Study,Returning to mingle with guests,Professor Plum,13
21:20 PM,Study,Peeling an orange,Professor Plum,13
21:30 PM,Living Room,Whittling a stick,Professor Plum,13
21:40 PM,Bathroom,Peeling an orange,Professor Plum,13
21:50 PM,Bathroom,Whittling a stick,Professor Plum,13
22:00 PM,Bathroom,Returning to mingle with guests,Professor Plum,13
22:10 PM,Bathroom,Inspecting wine bottles,Professor Plum,13
19:00 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,16
19:10 PM,Kitchen,Raising a painting,Colonel Mustard,16
19:20 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,16
19:30 PM,Study,Rinsing a glass carefully,Colonel Mustard,16
19:40 PM,Living Room,Ripping wippets,Colonel Mustard,16
19:50 PM,Living Room,Speaking in a high-pitched voice,Colonel Mustard,16
20:00 PM,Study,Tampering with drinks,Colonel Mustard,16
20:10 PM,Living Room,Inspecting wine bottles,Colonel Mustard,16
20:20 PM,Dining Room,Bragging about their Birkin,Colonel Mustard,16
20:30 PM,Study,Rinsing a glass carefully,Colonel Mustard,16
20:40 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,16
20:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,16
21:00 PM,Study,Washing up after handling items,Colonel Mustard,16
21:10 PM,Living Room,Whittling a stick,Colonel Mustard,16
21:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,16
21:30 PM,Study,Reorganizing books and materials,Colonel Mustard,16
21:40 PM,Dining Room,Opening a safe,Colonel Mustard,16
21:50 PM,Living Room,Inspecting wine bottles,Colonel Mustard,16
22:00 PM,Dining Room,Tampering with drinks,Colonel Mustard,16
22:10 PM,Dining Room,Returning to mingle with guests,Colonel Mustard,16
19:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,8
19:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,8
19:20 PM,Kitchen,Chatting with guests,Mrs. Peacock,8
19:30 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,8
19:40 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,8
19:50 PM,Dining Room,Taking her dog for a walk,Mrs. Peacock,8
20:00 PM,Kitchen,Opening letters,Mrs. Peacock,8
20:10 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,8
20:20 PM,Dining Room,Inflating balloons,Mrs. Peacock,8
20:30 PM,Dining Room,Swapping drinks unnoticed,Mrs. Peacock,8
20:40 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,8
20:50 PM,Study,Chatting with guests,Mrs. Peacock,8
21:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,8
21:10 PM,Dining Room,Bragging about their Birkin,Mrs. Peacock,8
21:20 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,8
21:30 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,8
21:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,8
21:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,8
22:00 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,8
22:10 PM,Kitchen,Looking in drawers,Mrs. Peacock,8
19:00 PM,Dining Room,Taking her dog for a walk,Colonel Mustard,4
19:10 PM,Kitchen,Chatting with guests,Colonel Mustard,4
19:20 PM,Pantry,Serving drinks and chatting with guests,Colonel Mustard,4
19:30 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,4
19:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,4
19:50 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,4
20:00 PM,Dining Room,Inspecting a family heirloom,Colonel Mustard,4
20:10 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,4
20:20 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,4
20:30 PM,Living Room,Washing up after handling items,Colonel Mustard,4
20:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,4
20:50 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,4
21:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,4
21:10 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,4
21:20 PM,Kitchen,Inspecting wine bottles,Colonel Mustard,4
21:30 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,4
21:40 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,4
21:50 PM,Living Room,Reading warning labels,Colonel Mustard,4
22:00 PM,Living Room,Retrieving items from storage,Colonel Mustard,4
22:10 PM,Study,Inspecting wine bottles,Colonel Mustard,4
19:00 PM,Living Room,Polishing household items,Mrs. White,11
19:10 PM,Living Room,Reading a novel quietly,Mrs. White,11
19:20 PM,Study,Swapping drinks unnoticed,Mrs. White,11
19:30 PM,Living Room,Talking about skeet shooting,Mrs. White,11
19:40 PM,Study,Ripping wippets,Mrs. White,11
19:50 PM,Dining Room,Opening a safe,Mrs. White,11
20:00 PM,Living Room,Talking about skeet shooting,Mrs. White,11
20:10 PM,Bathroom,Talking about skeet shooting,Mrs. White,11
20:20 PM,Living Room,Retrieving items from storage,Mrs. White,11
20:30 PM,Bathroom,Reading a novel quietly,Mrs. White,11
20:40 PM,Bathroom,Talking about skeet shooting,Mrs. White,11
20:50 PM,Living Room,Opening a safe,Mrs. White,11
21:00 PM,Living Room,Opening a safe,Mrs. White,11
21:10 PM,Study,Talking about skeet shooting,Mrs. White,11
21:20 PM,Living Room,Inspecting wine bottles,Mrs. White,11
21:30 PM,Study,Polishing household items,Mrs. White,11
21:40 PM,Living Room,Opening a safe,Mrs. White,11
21:50 PM,Living Room,Polishing household items,Mrs. White,11
22:00 PM,Living Room,Washing up after handling items,Mrs. White,11
22:10 PM,Dining Room,Rinsing a glass carefully,Mrs. White,11
19:00 PM,Pantry,Taking her dog for a walk,Mr. Green,11
19:10 PM,Kitchen,Reading warning labels,Mr. Green,11
19:20 PM,Pantry,Ripping wippets,Mr. Green,11
19:30 PM,Kitchen,Reorganizing books and materials,Mr. Green,11
19:40 PM,Dining Room,Ripping wippets,Mr. Green,11
19:50 PM,Dining Room,Inflating balloons,Mr. Green,11
20:00 PM,Kitchen,Reading warning labels,Mr. Green,11
20:10 PM,Kitchen,Inflating balloons,Mr. Green,11
20:20 PM,Pantry,Opening a safe,Mr. Green,11
20:30 PM,Pantry,Looking in drawers,Mr. Green,11
20:40 PM,Kitchen,Looking in drawers,Mr. Green,11
20:50 PM,Kitchen,Swapping drinks unnoticed,Mr. Green,11
21:00 PM,Pantry,Looking in drawers,Mr. Green,11
21:10 PM,Kitchen,Reading warning labels,Mr. Green,11
21:20 PM,Pantry,Inflating balloons,Mr. Green,11
21:30 PM,Kitchen,Ripping wippets,Mr. Green,11
21:40 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,11
21:50 PM,Kitchen,Ripping wippets,Mr. Green,11
22:00 PM,Dining Room,Reading warning labels,Mr. Green,11
22:10 PM,Living Room,Looking in drawers,Mr. Green,11
19:00 PM,Living Room,Washing up after handling items,Mrs. White,0
19:10 PM,Living Room,Inflating balloons,Mrs. White,0
19:20 PM,Living Room,Talking about skeet shooting,Mrs. White,0
19:30 PM,Dining Room,Inspecting a family heirloom,Mrs. White,0
19:40 PM,Kitchen,Reading a novel quietly,Mrs. White,0
19:50 PM,Kitchen,Polishing household items,Mrs. White,0
20:00 PM,Kitchen,Washing up after handling items,Mrs. White,0
20:10 PM,Pantry,Washing up after handling items,Mrs. White,0
20:20 PM,Kitchen,Inspecting a family heirloom,Mrs. White,0
20:30 PM,Kitchen,Taking her dog for a walk,Mrs. White,0
20:40 PM,Dining Room,Polishing household items,Mrs. White,0
20:50 PM,Dining Room,Opening a safe,Mrs. White,0
21:00 PM,Kitchen,Talking about skeet shooting,Mrs. White,0
21:10 PM,Pantry,Opening a safe,Mrs. White,0
21:20 PM,Kitchen,Inspecting a family heirloom,Mrs. White,0
21:30 PM,Kitchen,Talking about skeet shooting,Mrs. White,0
21:40 PM,Pantry,Talking about skeet shooting,Mrs. White,0
21:50 PM,Kitchen,Opening a safe,Mrs. White,0
22:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. White,0
22:10 PM,Living Room,Bringing in the shopping,Mrs. White,0
19:00 PM,Study,Returning to mingle with guests,Miss Scarlet,8
19:10 PM,Living Room,Raising a painting,Miss Scarlet,8
19:20 PM,Bathroom,Observing guests from afar,Miss Scarlet,8
19:30 PM,Living Room,Reorganizing books and materials,Miss Scarlet,8
19:40 PM,Study,Raising a painting,Miss Scarlet,8
19:50 PM,Study,Inflating balloons,Miss Scarlet,8
20:00 PM,Study,Reorganizing books and materials,Miss Scarlet,8
20:10 PM,Living Room,Opening letters,Miss Scarlet,8
20:20 PM,Study,Observing guests from afar,Miss Scarlet,8
20:30 PM,Study,Observing guests from afar,Miss Scarlet,8
20:40 PM,Living Room,Raising a painting,Miss Scarlet,8
20:50 PM,Study,Tying decorative knots,Miss Scarlet,8
21:00 PM,Dining Room,Bringing in the shopping,Miss Scarlet,8
21:10 PM,Study,Reorganizing books and materials,Miss Scarlet,8
21:20 PM,Study,Rinsing a glass carefully,Miss Scarlet,8
21:30 PM,Study,Complaining about TSA going through their purse,Miss Scarlet,8
21:40 PM,Living Room,Talking about skeet shooting,Miss Scarlet,8
21:50 PM,Living Room,Tying decorative knots,Miss Scarlet,8
22:00 PM,Study,Reorganizing books and materials,Miss Scarlet,8
